Time,Time Code,Country Name,Country Code,Average transaction cost of sending remittances from a specific country (%) [SI.RMT.COST.OB.ZS],Average transaction cost of sending remittances to a specific country (%) [SI.RMT.COST.IB.ZS],"Personal remittances, paid (current US$) [BM.TRF.PWKR.CD.DT]","Personal remittances, received (% of GDP) [BX.TRF.PWKR.DT.GD.ZS]","Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]","Automated teller machines (ATMs) (per 100,000 adults) [FB.ATM.TOTL.P5]"
1971,YR1971,Switzerland,CHE,..,..,..,..,..,..
1971,YR1971,Syrian Arab Republic,SYR,..,..,..,..,..,..
1971,YR1971,Tajikistan,TJK,..,..,..,..,..,..
1971,YR1971,Tanzania,TZA,..,..,..,..,..,..
1971,YR1971,Thailand,THA,..,..,..,..,..,..
1971,YR1971,Timor-Leste,TLS,..,..,..,..,..,..
1971,YR1971,Togo,TGO,..,..,..,..,..,..
1971,YR1971,Tonga,TON,..,..,42016.4354,..,793769.9556,..
1971,YR1971,Trinidad and Tobago,TTO,..,..,..,..,..,..
1971,YR1971,Tunisia,TUN,..,..,..,..,..,..
1971,YR1971,Turkey,TUR,..,..,..,..,..,..
1971,YR1971,Turkmenistan,TKM,..,..,..,..,..,..
1971,YR1971,Turks and Caicos Islands,TCA,..,..,..,..,..,..
1971,YR1971,Tuvalu,TUV,..,..,..,..,..,..
1971,YR1971,Uganda,UGA,..,..,..,..,..,..
1971,YR1971,Ukraine,UKR,..,..,..,..,..,..
1971,YR1971,United Arab Emirates,ARE,..,..,..,..,..,..
1971,YR1971,United Kingdom,GBR,..,..,..,..,..,..
1971,YR1971,United States,USA,..,..,700000000,..,..,..
1971,YR1971,Uruguay,URY,..,..,..,..,..,..
1971,YR1971,Uzbekistan,UZB,..,..,..,..,..,..
1971,YR1971,Vanuatu,VUT,..,..,..,..,..,..
1971,YR1971,"Venezuela, RB",VEN,..,..,80000000,..,..,..
1971,YR1971,Vietnam,VNM,..,..,..,..,..,..
1971,YR1971,Virgin Islands (U.S.),VIR,..,..,..,..,..,..
1971,YR1971,West Bank and Gaza,PSE,..,..,..,..,..,..
1971,YR1971,"Yemen, Rep.",YEM,..,..,..,..,..,..
1971,YR1971,Zambia,ZMB,..,..,..,..,..,..
1971,YR1971,Zimbabwe,ZWE,..,..,..,..,..,..
1971,YR1971,Arab World,ARB,..,..,207273315.4,..,238000000,..
1971,YR1971,Caribbean small states,CSS,..,..,354452.5802,..,4607883.93,..
1971,YR1971,Central Europe and the Baltics,CEB,..,..,..,..,..,..
1971,YR1971,Early-demographic dividend,EAR,..,..,587537658.6304,..,426571981.5556,..
1971,YR1971,East Asia & Pacific,EAS,..,..,84004090.7154,..,176840278.7556,..
1971,YR1971,East Asia & Pacific (excluding high income),EAP,..,..,42016.4354,..,793769.9556,..
1971,YR1971,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,42016.4354,..,793769.9556,..
1971,YR1971,Euro area,EMU,..,..,2638756274.138,..,1823007922.65,..
1971,YR1971,Europe & Central Asia,ECS,..,..,2662875262.89,..,1816536157.14,..
1971,YR1971,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..
1971,YR1971,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..
1971,YR1971,European Union,EUU,..,..,2666068522.368,..,1834713172.44,..
1971,YR1971,Fragile and conflict affected situations,FCS,..,..,85400000.095,..,17899999.62,..
1971,YR1971,Heavily indebted poor countries (HIPC),HPC,..,..,5400000.095,..,17899999.62,..
1971,YR1971,High income,HIC,..,..,3668658364.6282,..,2155367565.17,..
1971,YR1971,IBRD only,IBD,..,..,376861066.86,..,289943771.37,..
1971,YR1971,IDA & IBRD total,IBT,..,..,382303083.3904,..,315897541.1746,..
1971,YR1971,IDA blend,IDB,..,..,..,..,7260000.229,..
1971,YR1971,IDA only,IDX,..,..,5442016.5304,..,18693769.5756,..
1971,YR1971,IDA total,IDA,..,..,5442016.5304,..,25953769.8046,..
1971,YR1971,Late-demographic dividend,LTE,..,..,13038740.16,..,22065559.39,..
1971,YR1971,Latin America & Caribbean,LCN,..,..,98793192.8352,..,59073442.94,..
1971,YR1971,Latin America & Caribbean (excluding high income),LAC,..,..,98438740.255,..,54465559.01,..
1971,YR1971,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,98438740.255,..,54465559.01,..
1971,YR1971,Least developed countries: UN classification,LDC,..,..,5400000.095,..,17899999.62,..
1971,YR1971,Low & middle income,LMY,..,..,382303083.3904,..,315897541.1746,..
1971,YR1971,Low income,LIC,..,..,5400000.095,..,17899999.62,..
1971,YR1971,Lower middle income,LMC,..,..,..,..,245260000.229,..
1971,YR1971,Middle East & North Africa,MEA,..,..,221466574.878,..,396177015.3,..
1971,YR1971,Middle East & North Africa (excluding high income),MNA,..,..,..,..,238000000,..
1971,YR1971,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,238000000,..
1971,YR1971,Middle income,MIC,..,..,376903083.2954,..,297997541.5546,..
1971,YR1971,North America,NAC,..,..,700000000,..,..,..
1971,YR1971,Not classified,INX,..,..,..,..,..,..
1971,YR1971,OECD members,OED,..,..,3470876077.33,..,2154648225.33,..
1971,YR1971,Other small states,OSS,..,..,3193259.478,..,18177015.3,..
1971,YR1971,Pacific island small states,PSS,..,..,42016.4354,..,793769.9556,..
1971,YR1971,Post-demographic dividend,PST,..,..,3450385049.2282,..,2015367565.17,..
1971,YR1971,Pre-demographic dividend,PRE,..,..,..,..,7260000.229,..
1971,YR1971,Small states,SST,..,..,3589728.4936,..,23578669.1856,..
1971,YR1971,South Asia,SAS,..,..,..,..,..,..
1971,YR1971,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..
1971,YR1971,Sub-Saharan Africa,SSF,..,..,283822326.7,..,22638212.209,..
1971,YR1971,Sub-Saharan Africa (excluding high income),SSA,..,..,283822326.7,..,22638212.209,..
1971,YR1971,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,283822326.7,..,22638212.209,..
1971,YR1971,Upper middle income,UMC,..,..,376903083.2954,..,52737541.3256,..
1971,YR1971,World,WLD,..,..,4050961448.0186,..,2471265106.3446,..
1972,YR1972,Afghanistan,AFG,..,..,..,..,..,..
1972,YR1972,Albania,ALB,..,..,..,..,..,..
1972,YR1972,Algeria,DZA,..,..,..,3.35710102365296,227000000,..
1972,YR1972,American Samoa,ASM,..,..,..,..,..,..
1972,YR1972,Andorra,AND,..,..,..,..,..,..
1972,YR1972,Angola,AGO,..,..,..,..,..,..
1972,YR1972,Antigua and Barbuda,ATG,..,..,..,..,..,..
1972,YR1972,Argentina,ARG,..,..,..,..,..,..
1972,YR1972,Armenia,ARM,..,..,..,..,..,..
1972,YR1972,Aruba,ABW,..,..,..,..,..,..
1972,YR1972,Australia,AUS,..,..,122832298.3,0.440582767612625,228958923.3,..
1972,YR1972,Austria,AUT,..,..,98605583.19,0.164319259759065,36248191.83,..
1972,YR1972,Azerbaijan,AZE,..,..,..,..,..,..
1972,YR1972,"Bahamas, The",BHS,..,..,..,..,..,..
1972,YR1972,Bahrain,BHR,..,..,..,..,..,..
1972,YR1972,Bangladesh,BGD,..,..,..,..,..,..
1972,YR1972,Barbados,BRB,..,..,416388.8991,..,5100764.275,..
1972,YR1972,Belarus,BLR,..,..,..,..,..,..
1972,YR1972,Belgium,BEL,..,..,..,..,..,..
1972,YR1972,Belize,BLZ,..,..,..,..,..,..
1972,YR1972,Benin,BEN,..,..,..,..,..,..
1972,YR1972,Bermuda,BMU,..,..,..,..,..,..
1972,YR1972,Bhutan,BTN,..,..,..,..,..,..
1972,YR1972,Bolivia,BOL,..,..,..,..,..,..
1972,YR1972,Bosnia and Herzegovina,BIH,..,..,..,..,..,..
1972,YR1972,Botswana,BWA,..,..,..,..,..,..
1972,YR1972,Brazil,BRA,..,..,..,..,..,..
1972,YR1972,British Virgin Islands,VGB,..,..,..,..,..,..
1972,YR1972,Brunei Darussalam,BRN,..,..,..,..,..,..
1972,YR1972,Bulgaria,BGR,..,..,..,..,..,..
1972,YR1972,Burkina Faso,BFA,..,..,..,..,..,..
1972,YR1972,Burundi,BDI,..,..,..,..,..,..
1972,YR1972,Cabo Verde,CPV,..,..,..,..,..,..
1972,YR1972,Cambodia,KHM,..,..,..,..,..,..
1972,YR1972,Cameroon,CMR,..,..,..,..,..,..
1972,YR1972,Canada,CAN,..,..,..,..,..,..
1972,YR1972,Cayman Islands,CYM,..,..,..,..,..,..
1972,YR1972,Central African Republic,CAF,..,..,..,..,..,..
1972,YR1972,Chad,TCD,..,..,..,..,..,..
1972,YR1972,Channel Islands,CHI,..,..,..,..,..,..
1972,YR1972,Chile,CHL,..,..,..,..,..,..
1972,YR1972,China,CHN,..,..,..,..,..,..
1972,YR1972,Colombia,COL,..,..,15199939.73,0.262933529713868,22799909.59,..
1972,YR1972,Comoros,COM,..,..,..,..,..,..
1972,YR1972,"Congo, Dem. Rep.",COD,..,..,..,..,..,..
1972,YR1972,"Congo, Rep.",COG,..,..,..,..,..,..
1972,YR1972,Costa Rica,CRI,..,..,..,..,..,..
1972,YR1972,Cote d'Ivoire,CIV,..,..,..,..,..,..
1972,YR1972,Croatia,HRV,..,..,..,..,..,..
1972,YR1972,Cuba,CUB,..,..,..,..,..,..
1972,YR1972,Curacao,CUW,..,..,..,..,..,..
1972,YR1972,Cyprus,CYP,..,..,..,..,..,..
1972,YR1972,Czech Republic,CZE,..,..,..,..,..,..
1972,YR1972,Denmark,DNK,..,..,..,..,..,..
1972,YR1972,Djibouti,DJI,..,..,..,..,..,..
1972,YR1972,Dominica,DMA,..,..,..,..,..,..
1972,YR1972,Dominican Republic,DOM,..,..,..,1.20760792995874,24000000,..
1972,YR1972,Ecuador,ECU,..,..,..,..,..,..
1972,YR1972,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..
1972,YR1972,El Salvador,SLV,..,..,..,..,..,..
1972,YR1972,Equatorial Guinea,GNQ,..,..,..,..,..,..
1972,YR1972,Eritrea,ERI,..,..,..,..,..,..
1972,YR1972,Estonia,EST,..,..,..,..,..,..
1972,YR1972,Eswatini,SWZ,..,..,..,..,..,..
1972,YR1972,Ethiopia,ETH,..,..,..,..,..,..
1972,YR1972,Faroe Islands,FRO,..,..,..,..,..,..
1972,YR1972,Fiji,FJI,..,..,..,..,..,..
1972,YR1972,Finland,FIN,..,..,..,..,..,..
1972,YR1972,France,FRA,..,..,..,..,..,..
1972,YR1972,French Polynesia,PYF,..,..,..,..,..,..
1972,YR1972,Gabon,GAB,..,..,..,..,..,..
1972,YR1972,"Gambia, The",GMB,..,..,..,..,..,..
1972,YR1972,Georgia,GEO,..,..,..,..,..,..
1972,YR1972,Germany,DEU,..,..,2722813721,0.0820050999304618,245852554.3,..
1972,YR1972,Ghana,GHA,..,..,..,..,..,..
1972,YR1972,Gibraltar,GIB,..,..,..,..,..,..
1972,YR1972,Greece,GRC,..,..,..,..,..,..
1972,YR1972,Greenland,GRL,..,..,..,..,..,..
1972,YR1972,Grenada,GRD,..,..,..,..,..,..
1972,YR1972,Guam,GUM,..,..,..,..,..,..
1972,YR1972,Guatemala,GTM,..,..,..,..,..,..
1972,YR1972,Guinea,GIN,..,..,..,..,..,..
1972,YR1972,Guinea-Bissau,GNB,..,..,..,..,..,..
1972,YR1972,Guyana,GUY,..,..,..,..,..,..
1972,YR1972,Haiti,HTI,..,..,3279988.05,6.06986989247312,22579916,..
1972,YR1972,Honduras,HND,..,..,..,..,..,..
1972,YR1972,"Hong Kong SAR, China",HKG,..,..,..,..,..,..
1972,YR1972,Hungary,HUN,..,..,..,..,..,..
1972,YR1972,Iceland,ISL,..,..,..,..,..,..
1972,YR1972,India,IND,..,..,..,..,..,..
1972,YR1972,Indonesia,IDN,..,..,..,..,..,..
1972,YR1972,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..
1972,YR1972,Iraq,IRQ,..,..,..,..,..,..
1972,YR1972,Ireland,IRL,..,..,..,..,..,..
1972,YR1972,Isle of Man,IMN,..,..,..,..,..,..
1972,YR1972,Israel,ISR,..,..,6000000,2.16518047918863,190000000,..
1972,YR1972,Italy,ITA,..,..,126869934.1,1.06872252221007,1552426758,..
1972,YR1972,Jamaica,JAM,..,..,..,..,..,..
1972,YR1972,Japan,JPN,..,..,..,..,..,..
1972,YR1972,Jordan,JOR,..,..,..,2.62752282018572,20719978.33,..
1972,YR1972,Kazakhstan,KAZ,..,..,..,..,..,..
1972,YR1972,Kenya,KEN,..,..,..,0.657720151192982,13859999.66,..
1972,YR1972,Kiribati,KIR,..,..,..,..,..,..
1972,YR1972,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..
1972,YR1972,"Korea, Rep.",KOR,..,..,..,..,..,..
1972,YR1972,Kosovo,XKX,..,..,..,..,..,..
1972,YR1972,Kuwait,KWT,..,..,..,..,..,..
1972,YR1972,Kyrgyz Republic,KGZ,..,..,..,..,..,..
1972,YR1972,Lao PDR,LAO,..,..,..,..,..,..
1972,YR1972,Latvia,LVA,..,..,..,..,..,..
1972,YR1972,Lebanon,LBN,..,..,..,..,..,..
1972,YR1972,Lesotho,LSO,..,..,..,..,..,..
1972,YR1972,Liberia,LBR,..,..,..,..,..,..
1972,YR1972,Libya,LBY,..,..,..,..,..,..
1972,YR1972,Liechtenstein,LIE,..,..,..,..,..,..
1972,YR1972,Lithuania,LTU,..,..,..,..,..,..
1972,YR1972,Luxembourg,LUX,..,..,..,..,..,..
1972,YR1972,"Macao SAR, China",MAC,..,..,..,..,..,..
1972,YR1972,Madagascar,MDG,..,..,..,..,..,..
1972,YR1972,Malawi,MWI,..,..,..,..,..,..
1972,YR1972,Malaysia,MYS,..,..,..,..,..,..
1972,YR1972,Maldives,MDV,..,..,..,..,..,..
1972,YR1972,Mali,MLI,..,..,..,..,..,..
1972,YR1972,Malta,MLT,..,..,4193128.586,6.03852761080148,17820796.97,..
1972,YR1972,Marshall Islands,MHL,..,..,..,..,..,..
1972,YR1972,Mauritania,MRT,..,..,..,..,..,..
1972,YR1972,Mauritius,MUS,..,..,..,..,..,..
1972,YR1972,Mexico,MEX,..,..,..,..,..,..
1972,YR1972,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..
1972,YR1972,Moldova,MDA,..,..,..,..,..,..
1972,YR1972,Monaco,MCO,..,..,..,..,..,..
1972,YR1972,Mongolia,MNG,..,..,..,..,..,..
1972,YR1972,Montenegro,MNE,..,..,..,..,..,..
1972,YR1972,Morocco,MAR,..,..,..,..,..,..
1972,YR1972,Mozambique,MOZ,..,..,..,..,..,..
1972,YR1972,Myanmar,MMR,..,..,..,..,..,..
1972,YR1972,Namibia,NAM,..,..,..,..,..,..
1972,YR1972,Nauru,NRU,..,..,..,..,..,..
1972,YR1972,Nepal,NPL,..,..,..,..,..,..
1972,YR1972,Netherlands,NLD,..,..,308894805.9,0.478976280362821,262031433.1,..
1972,YR1972,New Caledonia,NCL,..,..,..,..,..,..
1972,YR1972,New Zealand,NZL,..,..,52588798.52,1.12432610592276,107568000.8,..
1972,YR1972,Nicaragua,NIC,..,..,..,..,..,..
