Country Name,Country Code,Time,Time Code,"Automated teller machines (ATMs) (per 100,000 adults) [FB.ATM.TOTL.P5]",GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2]
Arab World,ARB,1971,YR1971,..,37045225927.3552,..,295.971728519522,..,..
Arab World,ARB,1972,YR1972,..,44182320594.2939,..,343.567305991472,..,..
Arab World,ARB,1973,YR1973,..,55922135892.1959,..,423.135492299689,..,..
Arab World,ARB,1974,YR1974,..,105711382036.584,..,777.562566867844,..,..
Arab World,ARB,1975,YR1975,..,117103504505.75,..,836.210809803876,..,0
Arab World,ARB,1976,YR1976,..,145485149110.355,15.804815615635,1007.14328622128,12.2673141148023,0
Arab World,ARB,1977,YR1977,..,167530518926.023,8.22565309126088,1123.14558231246,4.80927968876091,0
Arab World,ARB,1978,YR1978,..,183969927475.103,-0.655202943096384,1193.74813328822,-3.8456634308383,0
Arab World,ARB,1979,YR1979,..,248971217027.469,11.5369406402142,1563.70733121269,7.95908367492662,0
Arab World,ARB,1980,YR1980,..,337549547244.976,9.13764502480899,2052.96153551983,5.68455691012599,0
Arab World,ARB,1981,YR1981,..,348014409739.897,2.91040657690967,2050.77473670761,-0.290452906016355,0
Arab World,ARB,1982,YR1982,..,326468482079.219,-9.07980259367304,1864.875701028,-11.865028582964,0.00138200893580798
Arab World,ARB,1983,YR1983,..,306719348516.324,-6.84099490387767,1699.21972296324,-9.65074438267244,0.00205478607689644
Arab World,ARB,1984,YR1984,..,311103662288.948,1.35640028163742,1672.2829158097,-1.6560970305521,0.00276725541186758
Arab World,ARB,1985,YR1985,..,307936049163.907,-2.29437198610646,1606.75980864289,-5.15697931259388,0.00453048990461299
Arab World,ARB,1986,YR1986,..,294002996370.774,4.70964162155123,1489.84374430147,1.69163078297186,0.0114701572242434
Arab World,ARB,1987,YR1987,..,313465089539.683,-0.495683715146455,1543.51692297153,-3.31142280029505,0.0174517303805995
Arab World,ARB,1988,YR1988,..,308330509427.811,5.60264785580628,1476.04470683148,2.66811875044949,0.0198364410444564
Arab World,ARB,1989,YR1989,..,323314077349.905,2.3575643735775,1505.50919896803,-0.437514276028821,0.0287796126955201
Arab World,ARB,1990,YR1990,..,447404218571.619,13.1115740697629,2009.42034941289,9.09854747374814,0.0388217080436764
Arab World,ARB,1991,YR1991,..,441364876455.326,1.51430118275435,1929.61843679561,-1.18333817163048,0.0559730759428071
Arab World,ARB,1992,YR1992,..,472480149505.78,4.98215811973901,2028.19174257064,3.07830507950406,0.0633716476518976
Arab World,ARB,1993,YR1993,..,477835381695.086,3.27095722748187,1997.27833376709,0.557170817288835,0.0809279291016799
Arab World,ARB,1994,YR1994,..,488405203979.391,3.19833431508032,1989.84061916968,0.588981378675939,0.10437685182779
Arab World,ARB,1995,YR1995,..,524727370529.985,2.75456058611314,2073.14207584905,-0.354326943479819,0.196109331608405
Arab World,ARB,1996,YR1996,..,579211260569.318,4.59631196067049,2236.32868474163,2.21618358201015,0.35210480828102
Arab World,ARB,1997,YR1997,..,614231323446.941,4.23993009829829,2319.41034882976,1.94856193889859,0.604256406334658
Arab World,ARB,1998,YR1998,..,592474728278.125,5.26614984825568,2189.68112340084,3.02773498615817,0.922815453355478
Arab World,ARB,1999,YR1999,..,644771018945.187,1.78994956452179,2332.7981041241,-0.352708151195188,1.46898470709503
Arab World,ARB,2000,YR2000,..,735810487829.104,5.45976703336868,2606.07658208891,3.23723458244109,3.12805433729935
Arab World,ARB,2001,YR2001,..,724040283088.574,1.57113333419041,2510.26194706508,-0.572753697848924,5.65042052848734
Arab World,ARB,2002,YR2002,..,729796093462.44,0.583700726422066,2476.69602862123,-1.5439358298586,8.37890792738118
Arab World,ARB,2003,YR2003,..,823992663640.045,5.3316437587734,2736.48211922676,3.07585784449607,11.3905677718361
Arab World,ARB,2004,YR2004,5.90290657829184,965049505953.746,9.32155715015112,3134.67353367404,6.92500118358058,16.5320176379549
Arab World,ARB,2005,YR2005,6.54435067748015,1186104638692.92,5.74979204376243,3765.82049560195,3.36497597137947,26.2903419464063
Arab World,ARB,2006,YR2006,9.51995979939929,1405832084460.85,6.50186983027885,4359.807962629,4.02902586800842,38.0982249841127
Arab World,ARB,2007,YR2007,14.1100731940806,1639411682786.42,4.55228104218928,4963.54152075659,2.07120371810852,51.4915047154011
Arab World,ARB,2008,YR2008,13.7800225856496,2079914135289,5.80879130388399,6146.39172743849,3.27446384283058,61.6188907927383
Arab World,ARB,2009,YR2009,15.9979869792376,1794335975358.48,0.425263876221834,5176.52832429557,-1.96007226951994,74.5058944894295
Arab World,ARB,2010,YR2010,19.6573887972433,2106020669993.19,4.64212941140521,5934.2906837414,2.20636085645492,87.9176227710563
Arab World,ARB,2011,YR2011,18.9221618643761,2494062136233.61,3.81627506869742,6867.69204656404,1.45251074821022,96.8451260554901
Arab World,ARB,2012,YR2012,20.4338833980397,2772882408120.13,6.59012056047933,7465.15165094558,4.21268655222407,102.674913828161
Arab World,ARB,2013,YR2013,23.1351036360771,2855314187005.31,3.18426649425578,7519.80825984063,0.939038379608121,107.303864074626
Arab World,ARB,2014,YR2014,24.5047060281695,2892806937260.03,2.44740977685424,7457.46110932925,0.281233063678016,106.923620064485
Arab World,ARB,2015,YR2015,24.1202919920631,2529694233782.42,3.17354738841917,6387.66061493825,1.057981312737,105.73488174757
Arab World,ARB,2016,YR2016,26.7776621700551,2463433552289.4,3.42176468215062,6097.23902538074,1.37491653145516,103.190799259394
Arab World,ARB,2017,YR2017,27.3606196906126,2513494434830.3,1.13716880993037,6102.21106679858,-0.796334150719673,101.030746582932
Arab World,ARB,2018,YR2018,28.6137602978441,2772024698688.2,2.08983658402057,6603.35119013708,0.170654444603514,99.5087728904758
Arab World,ARB,2019,YR2019,..,2815410447182.25,1.47843968259384,6580.05625672999,-0.437826240851166,..
Arab World,ARB,2020,YR2020,..,..,..,..,..,..
Caribbean small states,CSS,1971,YR1971,..,4017606918.50424,2.1373529565172,811.131909959231,0.907663922414642,..
Caribbean small states,CSS,1972,YR1972,..,4639299314.60363,7.80060371055026,925.525317858959,6.5204665413717,..
Caribbean small states,CSS,1973,YR1973,..,5076285822.49332,-0.795361725770562,1000.85407369494,-1.95605869669524,..
Caribbean small states,CSS,1974,YR1974,..,6595605176.12299,-3.41381682783589,1285.48428220583,-4.52219394301268,..
Caribbean small states,CSS,1975,YR1975,..,7706760547.32179,-1.39063491576385,1485.1673379686,-2.49888864651963,0
Caribbean small states,CSS,1976,YR1976,..,7932122912.78242,1.08852604051357,1511.8703259224,-0.0176252207951961,0
Caribbean small states,CSS,1977,YR1977,..,9210483133.44658,3.91797252100574,1736.7433440015,2.8060773520608,0
Caribbean small states,CSS,1978,YR1978,..,9433651745.49374,5.84890230335098,1759.82546332254,4.71837267175532,0
Caribbean small states,CSS,1979,YR1979,..,10835423591.626,5.16759777125766,1999.19843148414,4.01649243347102,0
Caribbean small states,CSS,1980,YR1980,..,13495267684.6407,2.37608675832904,2461.64913989745,1.21227013433634,0
Caribbean small states,CSS,1981,YR1981,..,14890318683.6687,1.01421161159472,2683.65981431935,-0.192931549511968,0
Caribbean small states,CSS,1982,YR1982,..,16517826893.1764,1.31523329074221,2940.22161243536,0.0641322662323205,0
Caribbean small states,CSS,1983,YR1983,..,16735577941.5318,-2.33088446313778,2942.73029898793,-3.51943328192945,0
Caribbean small states,CSS,1984,YR1984,..,15982827538.0582,0.972730367182308,2778.8764750708,-0.158756165196095,0
Caribbean small states,CSS,1985,YR1985,..,15814749077.5503,-0.0480603008515317,2722.84119989247,-1.02269934982041,0
Caribbean small states,CSS,1986,YR1986,..,14441278122.08,1.36335125414955,2466.29983795931,0.54516594627853,0
Caribbean small states,CSS,1987,YR1987,..,15521748105.0018,1.90957652077495,2633.11342385481,1.22870721592612,0
Caribbean small states,CSS,1988,YR1988,..,16459864028.7062,2.28654445768493,2775.60998221238,1.67677636810988,0
Caribbean small states,CSS,1989,YR1989,..,16872895994.0299,4.29821701920726,2827.69316164789,3.65430375855166,0
Caribbean small states,CSS,1990,YR1990,..,18011674585.2735,0.979698096811006,2997.32438955763,0.270013047921779,0.0344801706395935
Caribbean small states,CSS,1991,YR1991,..,17843522923.5806,1.3257910995375,2945.29808051697,0.505307998650252,0.0968320023073307
Caribbean small states,CSS,1992,YR1992,..,17570521376.129,2.10477158518027,2874.37479722992,1.19431956188276,0.22832011581051
Caribbean small states,CSS,1993,YR1993,..,18998042394.3302,2.94020738534932,3078.92409918499,1.98033204403998,0.400893238770685
Caribbean small states,CSS,1994,YR1994,..,19981133734.1004,2.68985470856865,3208.61712660398,1.75017847777119,0.618912455799563
Caribbean small states,CSS,1995,YR1995,..,22033816335.1821,2.86623888298121,3507.90476568646,1.98426249076206,1.07442800712534
Caribbean small states,CSS,1996,YR1996,..,24055637180.2604,3.36793833063265,3799.49033690823,2.55014160848779,1.35069053948324
Caribbean small states,CSS,1997,YR1997,..,28177580885.632,3.04761313009756,4417.55133228231,2.28391836553563,1.70309813255942
Caribbean small states,CSS,1998,YR1998,..,30105049029.3575,3.00443103988459,4686.46634309385,2.27845793766208,2.22062331391099
Caribbean small states,CSS,1999,YR1999,..,31909169731.6699,4.08765243599612,4933.02745989471,3.36918187297404,4.04894445006854
Caribbean small states,CSS,2000,YR2000,..,34214097414.7712,3.8148102312571,5252.80973469214,3.09743684455263,11.0548193463129
Caribbean small states,CSS,2001,YR2001,..,35249481796.1687,2.00476500514179,5374.13719759075,1.2954386991006,18.6075794588586
Caribbean small states,CSS,2002,YR2002,..,36982219228.113,3.63821258343245,5599.15445851916,2.91848414081551,31.0890065262902
Caribbean small states,CSS,2003,YR2003,..,39530782032.6983,5.74361631156373,5943.61064462591,5.01216810467338,42.6691080150404
Caribbean small states,CSS,2004,YR2004,17.6015671209069,43258087269.247,3.97239722738072,6459.36850224975,3.25851155888202,54.8833476954962
Caribbean small states,CSS,2005,YR2005,19.2739115332684,48908549559.8286,3.69796054103782,7253.53734404522,2.99414433961636,64.6892343236022
Caribbean small states,CSS,2006,YR2006,21.427846619886,54720627529.0511,6.80398012076017,8061.23099552721,6.08956443893425,82.4036335178947
Caribbean small states,CSS,2007,YR2007,21.4993756032405,60911443518.325,3.24697930059881,8913.79195054712,2.56298662625123,94.2074749696143
Caribbean small states,CSS,2008,YR2008,27.2124601689417,69201370934.9315,1.28339680909384,10059.8331518042,0.612220997288276,103.333940006326
Caribbean small states,CSS,2009,YR2009,29.1063095305045,58250029911.5427,-3.69048044725793,8411.00767307935,-4.33677596871908,110.414569337391
Caribbean small states,CSS,2010,YR2010,29.837308402065,63364789294.4403,1.29247119754996,9086.89479336194,0.598798779215002,113.805945199624
Caribbean small states,CSS,2011,YR2011,31.1118271145972,68552917331.4331,1.05710601348828,9762.0534629369,0.349356706756907,107.287065294708
Caribbean small states,CSS,2012,YR2012,32.1214891219275,70849598299.135,1.23120552375593,10017.3835886664,0.511575433638086,103.525868878551
Caribbean small states,CSS,2013,YR2013,33.7718897642465,72231768542.372,0.752549990869682,10140.1659423388,0.035914931548092,108.634462002234
Caribbean small states,CSS,2014,YR2014,35.1097588481072,73185354884.6077,0.505916307128459,10202.2747658002,-0.196069272267735,110.864561248925
Caribbean small states,CSS,2015,YR2015,35.6769009793884,71787351547.7856,1.14392581905011,9939.8012060274,0.460825230244936,112.966747572038
Caribbean small states,CSS,2016,YR2016,36.8284308225692,68222566249.0394,-1.59775550252139,9384.91452359792,-2.23632765729816,116.699950120404
Caribbean small states,CSS,2017,YR2017,38.0600842541837,69913144887.4143,-0.106127226714634,9557.51749317693,-0.728897753257101,112.444953621161
Caribbean small states,CSS,2018,YR2018,38.6774436796659,73459161488.8303,1.3252293039975,9982.26808917155,0.71973967894246,110.973817040804
Caribbean small states,CSS,2019,YR2019,40.1239633718093,76290373254.4853,0.875245300046473,10307.586280788,0.297147185026219,..
Caribbean small states,CSS,2020,YR2020,..,..,..,..,..,..
Central Europe and the Baltics,CEB,1971,YR1971,..,..,..,..,..,..
Central Europe and the Baltics,CEB,1972,YR1972,..,..,..,..,..,..
Central Europe and the Baltics,CEB,1973,YR1973,..,..,..,..,..,..
Central Europe and the Baltics,CEB,1974,YR1974,..,..,..,..,..,..
Central Europe and the Baltics,CEB,1975,YR1975,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1976,YR1976,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1977,YR1977,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1978,YR1978,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1979,YR1979,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1980,YR1980,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1981,YR1981,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1982,YR1982,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1983,YR1983,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1984,YR1984,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1985,YR1985,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1986,YR1986,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1987,YR1987,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1988,YR1988,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1989,YR1989,..,..,..,..,..,0
Central Europe and the Baltics,CEB,1990,YR1990,..,262485832537.422,..,2370.22230884992,..,0.00259896386778315
Central Europe and the Baltics,CEB,1991,YR1991,..,243336812368.82,-9.68874874050726,2202.75175554907,-9.46502477403857,0.0116679346014224
Central Europe and the Baltics,CEB,1992,YR1992,..,259362764861.093,-1.97881642799719,2355.45672533843,-1.66011336197315,0.04085141269705
Central Europe and the Baltics,CEB,1993,YR1993,..,272828246792.199,1.60578186278867,2479.31185565421,1.66998148558808,0.0998989673955244
Central Europe and the Baltics,CEB,1994,YR1994,..,309014388690.398,4.07251048505873,2808.67034784461,4.09174120205927,0.264793331096537
Central Europe and the Baltics,CEB,1995,YR1995,..,392506220128.873,5.53089548804613,3572.64746648216,5.68203724660563,0.501938558369306
Central Europe and the Baltics,CEB,1996,YR1996,..,415078458566.121,4.50998620339622,3786.30729956858,4.73692841791558,1.10961983089385
Central Europe and the Baltics,CEB,1997,YR1997,..,409198222804.389,2.42175190963397,3739.63347580152,2.6128704529079,2.8485142852824
Central Europe and the Baltics,CEB,1998,YR1998,..,447831613412.865,2.69214124318648,4099.58274185478,2.86480748526377,5.70923961701691
Central Europe and the Baltics,CEB,1999,YR1999,..,434056837765.88,1.9817289161213,3979.9473027324,2.14760347291569,10.8754525769351
Central Europe and the Baltics,CEB,2000,YR2000,..,427548841850.4,4.02322889027261,3942.43817976836,4.61134073896959,20.6652537857328
Central Europe and the Baltics,CEB,2001,YR2001,..,468027946414.338,3.02183856638783,4347.27631595773,3.77568235371596,32.4391903368969
Central Europe and the Baltics,CEB,2002,YR2002,..,527285952213.804,3.54040551867354,4929.76046862528,4.21830828025227,44.1103234607364
Central Europe and the Baltics,CEB,2003,YR2003,..,632943404750.475,4.09204516169379,5936.20960950133,4.41965967786197,54.0237273056672
Central Europe and the Baltics,CEB,2004,YR2004,37.2754552004853,761845827855.171,5.81715285802511,7164.80328273053,6.10818862171467,67.7007089611091
